,state,naics,num_employees,annual_payroll
8,1,11,6589,257589
168,1,21,5216,353814
303,1,22,14447,1317536
392,1,23,82327,4052850
773,1,31,250252,12665808
3135,1,42,72647,4047923
3943,1,44,237123,5996907
4839,1,48,59000,2633446
5419,1,51,32984,1869701
5766,1,52,70109,4921571
6128,1,53,23218,977950
6423,1,54,100476,6895844
6894,1,55,17797,1643563
6938,1,56,150843,4201270
7397,1,61,26176,752801
7574,1,62,245766,11240183
8116,1,71,17892,346733
8406,1,72,178552,2672961
8600,1,81,81529,2117023
9074,1,99,306,5150
9088,2,11,641,45422
9219,2,21,11838,1447939
9343,2,22,2066,196232
9437,2,23,17022,1496937
9813,2,31,12701,582480
10722,2,42,9306,572951
11265,2,44,35101,1132140
12085,2,48,18655,1356732
12601,2,51,6759,424965
12879,2,52,7602,516527
13105,2,53,4489,216960
13364,2,54,19498,1381323
13763,2,55,7477,770768
13799,2,56,17035,859744
14191,2,61,3105,88059
14347,2,62,49799,2920214
14823,2,71,4534,109636
15072,2,72,28606,776021
15245,2,81,9787,343133
15644,2,99,51,1012
15657,4,11,1521,58693
15806,4,21,11178,800482
15969,4,22,12388,1253607
16059,4,23,141740,7070197
16447,4,31,144208,8752279
18862,4,42,93790,5998480
19681,4,44,320561,8957673
20595,4,48,89655,4438953
21134,4,51,48161,3174617
21529,4,52,147682,10328371
21915,4,53,46609,2330095
22213,4,54,148267,10533542
22715,4,55,54879,4444944
22758,4,56,270730,9372811
23235,4,61,60892,2300035
23444,4,62,359183,16960550
24008,4,71,47840,1599932
24347,4,72,290496,5359110
24545,4,81,89232,2684393
25067,4,99,397,12496
25082,5,11,4815,202788
25237,5,21,5271,308687
25356,5,22,7077,647555
25428,5,23,45609,2081774
25816,5,31,153952,6910392
27837,5,42,47341,2522416
28607,5,44,147616,3756811
29490,5,48,53468,2327513
29977,5,51,25303,1375026
30310,5,52,36831,2216361
30634,5,53,12490,458313
30908,5,54,37811,2140796
31346,5,55,39186,4100947
31391,5,56,63655,1553222
31836,5,61,15997,376122
32013,5,62,170777,7233723
32514,5,71,9844,198898
32778,5,72,105795,1541610
32969,5,81,40828,1012955
33422,5,99,188,3142
33437,6,11,27481,1084357
33644,6,21,20933,1765735
33825,6,22,59601,7131984
33947,6,23,723574,45542694
34387,6,31,1154342,77025732
37621,6,42,843285,70786097
38581,6,44,1711363,52902275
39584,6,48,505066,26685162
40305,6,51,711680,88840160
40789,6,52,611298,68264682
41264,6,53,292748,17688206
41602,6,54,1190717,113612466
42183,6,55,339153,46052536
42228,6,56,1457869,68650430
42764,6,61,422749,16824012
43005,6,62,1928468,110356720
43609,6,71,338705,16997429
43991,6,72,1671180,36606623
44224,6,81,586153,19712885
44802,6,99,3984,113738
44817,8,11,1931,66701
44967,8,21,22684,2136561
45142,8,22,10868,925315
45232,8,23,152325,8889286
45644,8,31,121428,7417923
48062,8,42,102986,7836765
48919,8,44,281435,8260466
49842,8,48,67489,3581602
50370,8,51,86918,7238668
50776,8,52,106462,9318296
51179,8,53,45440,2231898
51493,8,54,194466,16340909
52022,8,55,60073,6460262
52065,8,56,256339,12001688
52549,8,61,51155,1643519
52761,8,62,307955,14988505
53304,8,71,58086,1857583
53631,8,72,282483,5568524
53841,8,81,107296,3625370
54372,8,99,371,8893
54387,9,11,334,14893
54498,9,21,931,62439
54579,9,22,7438,857848
54658,9,23,58249,4021613
55051,9,31,155579,11374908
57302,9,42,73356,6071401
58122,9,44,186979,5550869
59004,9,48,43315,1950929
59536,9,51,37781,3489872
59919,9,52,126081,18977275
60287,9,53,20237,1140093
60577,9,54,106207,9857911
61081,9,55,34199,4550539
61125,9,56,85639,3635512
61598,9,61,76423,3520781
61797,9,62,285014,13685070
62294,9,71,28450,762814
62580,9,72,146476,3123722
62768,9,81,60983,2003854
63243,9,99,208,6304
63258,10,11,124,4703
63332,10,21,135,8734
63385,10,22,2200,236746
63453,10,23,20158,1109441
63815,10,31,27189,1621086
65035,10,42,16853,1389104
65705,10,44,56173,1497779
66521,10,48,14338,622262
66974,10,51,6766,434529
67279,10,52,42232,3898878
67617,10,53,6537,323699
67869,10,54,29556,2777262
68298,10,55,8245,838342
68337,10,56,29380,1072469
68741,10,61,7204,265362
68924,10,62,67806,3580641
69373,10,71,8754,309369
69629,10,72,41458,760909
69776,10,81,14887,443627
70172,10,99,74,1429
70186,11,11,0,0
70196,11,21,0,0
70206,11,22,1820,308230
70252,11,23,10049,680239
70543,11,31,1258,55965
70874,11,42,4702,401941
71335,11,44,22143,648958
72050,11,48,3875,264347
72376,11,51,22834,2556517
72720,11,52,17729,3154545
73033,11,53,12340,826474
73255,11,54,102780,12668970
73710,11,55,18452,1049261
73750,11,56,33333,1485323
74106,11,61,49847,2637459
74279,11,62,68675,4142711
74735,11,71,9565,730264
74950,11,72,72186,2034101
75103,11,81,75210,6185782
75487,11,99,78,2258
75501,12,11,9051,298500
75684,12,21,3747,258850
75847,12,22,26487,2699779
75951,12,23,397243,18606450
76367,12,31,306700,16605147
79182,12,42,318689,18820728
80090,12,44,1088564,29671181
81082,12,48,248639,12354061
81760,12,51,167490,12574829
82207,12,52,355395,27718968
82658,12,53,164836,7472192
82982,12,54,499518,33892110
83530,12,55,153650,13269556
83575,12,56,1707780,75933656
84095,12,61,174121,6304509
84319,12,62,1086559,52772999
84902,12,71,198688,6264057
85276,12,72,935554,18458811
85503,12,81,326030,9333638
86063,12,99,901,26301
86078,13,11,7729,311852
86258,13,21,4501,274967
86375,13,22,24832,2403658
86464,13,23,171834,9394237
86869,13,31,367902,18585870
89476,13,42,211958,13812103
90367,13,44,485488,12525453
91298,13,48,182614,8896717
91878,13,51,120699,10714564
92300,13,52,177532,14834143
92710,13,53,62742,3661266
93021,13,54,263554,19724690
93541,13,55,131006,13834175
93586,13,56,379545,13511925
94082,13,61,85987,3488793
94305,13,62,497019,23767434
94884,13,71,48413,1628647
95200,13,72,421223,6920988
95398,13,81,159287,4606416
95916,13,99,568,13246
95931,15,11,151,4783
96003,15,21,176,13315
96043,15,22,3664,360964
96108,15,23,33488,2326823
96470,15,31,13040,565822
97517,15,42,19345,1003311
98195,15,44,70647,2072630
99021,15,48,30155,1544994
99469,15,51,8202,511023
99792,15,52,19060,1288943
100067,15,53,11945,595672
100351,15,54,22782,1522620
100780,15,55,6395,484316
100815,15,56,55128,1955533
101232,15,61,18190,629686
101418,15,62,71052,3767913
101863,15,71,11380,287928
102093,15,72,107940,3165769
102259,15,81,25580,787902
102676,15,99,95,2498
102691,16,11,3359,138607
102857,16,21,2584,217987
102995,16,22,3586,319760
103076,16,23,38254,1714795
103456,16,31,60078,3172498
105259,16,42,31319,1980314
105959,16,44,84071,2307272
106802,16,48,18457,724877
107275,16,51,13103,674783
107589,16,52,22432,1244999
107912,16,53,7320,260032
108178,16,54,32852,1839312
108627,16,55,7713,595286
108664,16,56,39761,1236691
109082,16,61,14934,298988
109277,16,62,91190,3830887
109782,16,71,9010,167441
110067,16,72,61928,973469
110258,16,81,20209,543455
110709,16,99,122,1822
110723,17,11,1999,87578
110885,17,21,7918,552586
111042,17,22,30454,3327507
111152,17,23,208396,15061343
111564,17,31,535830,31782688
114388,17,42,321872,24320624
115286,17,44,631937,16283232
116245,17,48,244615,11989961
116869,17,51,123156,10019321
117318,17,52,346002,34030776
117766,17,53,79100,4639355
118090,17,54,389970,34744164
118634,17,55,213814,23621738
118680,17,56,540722,19068883
119193,17,61,171194,6844224
119411,17,62,805338,36882340
119977,17,71,82801,2995323
120321,17,72,528395,10192980
120535,17,81,248938,8849508
121063,17,99,620,14339
121078,18,11,1407,61619
121222,18,21,5564,350266
121356,18,22,15109,1437194
121449,18,23,122512,7096355
121853,18,31,500104,26900171
124416,18,42,118177,6984255
125219,18,44,325581,8140138
126123,18,48,124985,5433375
126697,18,51,44335,2708766
127081,18,52,101691,6768543
127443,18,53,34043,1489817
127735,18,54,128583,9177774
128241,18,55,51586,4767904
128287,18,56,216495,6312074
128750,18,61,68406,1945273
128951,18,62,423622,18573167
129483,18,71,33842,1081676
129784,18,72,276564,4295881
129984,18,81,127449,3479901
130489,18,99,222,4883
130504,19,11,2538,133849
130637,19,21,2012,122852
130720,19,22,7971,662278
130811,19,23,66874,3894461
131197,19,31,208831,10974755
133400,19,42,68683,3678460
134187,19,44,187275,4629870
135077,19,48,57434,2411969
135594,19,51,29739,1595827
135925,19,52,98251,6940895
136275,19,53,13679,548565
136562,19,54,55168,3313240
137036,19,55,24568,1867657
137081,19,56,77808,2514629
137538,19,61,35240,875532
137722,19,62,224133,9140235
138233,19,71,20389,375021
138538,19,72,121432,1842516
138746,19,81,52284,1404780
139229,19,99,178,3044
139244,20,11,861,31488
139370,20,21,7571,428767
139482,20,22,7287,700926
139566,20,23,65081,3328610
139951,20,31,160006,8868744
142010,20,42,62811,3738207
142800,20,44,153917,3826889
143712,20,48,55850,2202859
144191,20,51,30674,2080211
144530,20,52,60819,4180740
144907,20,53,14984,607668
145192,20,54,65414,4125507
145674,20,55,22949,2167620
145718,20,56,81652,2760706
146177,20,61,20516,571582
146368,20,62,191669,8018706
146891,20,71,16133,312902
147180,20,72,115329,1709193
147368,20,81,50989,1351375
147838,20,99,198,3618
147852,21,11,1489,48265
147979,21,21,10134,644347
148095,21,22,8530,761971
148183,21,23,69808,3578256
148567,21,31,235487,12424095
150842,21,42,71545,4046332
151660,21,44,214356,5404258
152559,21,48,96476,4831730
153103,21,51,32140,1419565
153454,21,52,74742,4903720
153811,21,53,18186,750002
154101,21,54,74749,3588292
154573,21,55,31161,2733806
154617,21,56,121236,3054277
155064,21,61,28807,766700
155263,21,62,255345,11444875
155802,21,71,17667,436846
156086,21,72,173991,2611422
156263,21,81,66783,1784870
156752,21,99,541,9198
156766,22,11,4091,177329
156933,22,21,43227,3301545
157062,22,22,11506,1030143
157143,22,23,135543,8141368
157532,22,31,118352,8196025
159591,22,42,75766,4255078
160394,22,44,240119,6152350
161267,22,48,68693,3876328
161892,22,51,30111,1273474
162258,22,52,64521,4271349
162628,22,53,30746,1386858
162925,22,54,97108,6218497
163413,22,55,25579,2045803
163457,22,56,105382,3849918
163936,22,61,43929,1573371
164138,22,62,294641,12432534
164700,22,71,25583,805593
165022,22,72,218289,3848368
165232,22,81,75808,2284703
165725,22,99,232,4813
165740,23,11,3170,146647
165875,23,21,115,6216
165936,23,22,2527,209917
166014,23,23,25506,1338790
166386,23,31,49793,2563581
168098,23,42,18369,996998
168778,23,44,83847,2239614
169619,23,48,15695,649026
170119,23,51,11872,643077
170444,23,52,28305,1864831
170740,23,53,6656,276832
170997,23,54,23182,1439486
171451,23,55,9657,840805
171492,23,56,24664,756541
171917,23,61,17952,563882
172074,23,62,111720,4905252
172541,23,71,8048,195106
172820,23,72,51972,1149616
173010,23,81,18738,559981
173444,23,99,148,3001
173458,24,11,1255,47335
173585,24,21,1053,84668
173692,24,22,9734,1160609
173786,24,23,150284,8948409
174176,24,31,97484,6288101
176326,24,42,91056,6486861
177146,24,44,294126,8251628
178079,24,48,71679,3533204
178654,24,51,52412,4216314
179057,24,52,101012,9699527
179448,24,53,45989,2813116
179749,24,54,276621,24117641
180262,24,55,56062,5495132
180305,24,56,194857,7883569
180782,24,61,83905,4054497
180986,24,62,370191,18577005
181535,24,71,39335,1290843
181851,24,72,231489,4539427
182053,24,81,113861,4457233
182568,24,99,320,6904
182583,25,11,1052,40408
182740,25,21,913,79600
182833,25,22,12480,1387301
182945,25,23,131693,9685684
183343,25,31,221424,15640974
185861,25,42,143559,12360548
186696,25,44,373471,10964299
187627,25,48,84681,4066006
188189,25,51,114607,12674083
188602,25,52,189009,25994804
189007,25,53,46627,3132918
189304,25,54,283863,30853796
189829,25,55,98805,11975614
189874,25,56,200626,9858768
190372,25,61,219163,9542479
190590,25,62,644071,32968746
191150,25,71,60235,2208871
191461,25,72,300348,6713011
191663,25,81,127224,4569545
192183,25,99,930,29745
192198,26,11,3876,158610
192373,26,21,4843,328166
192508,26,22,22024,2527042
192613,26,23,138920,8735974
193001,26,31,579509,33479923
195816,26,42,180432,12292833
196688,26,44,470993,12397580
197633,26,48,114357,5595473
198253,26,51,65937,4530433
198672,26,52,160029,11816976
199070,26,53,51699,2239831
199376,26,54,266869,20699541
199901,26,55,125266,13748587
199945,26,56,337870,11070483
200433,26,61,72796,2138555
200654,26,62,615103,28603872
201218,26,71,48434,1721937
201563,26,72,385880,6436980
201787,26,81,159612,4655378
202313,26,99,1129,14395
202328,27,11,2686,108936
202506,27,21,5684,434444
202630,27,22,13662,1295586
202735,27,23,118033,8359021
203141,27,31,305782,17634750
205648,27,42,138136,10867237
206500,27,44,307266,8248123
207441,27,48,83446,3776249
208024,27,51,58844,4382914
208437,27,52,163505,14865759
208854,27,53,39639,1959361
209159,27,54,183069,14409902
209694,27,55,132894,13598680
209739,27,56,166463,6154357
210217,27,61,72216,2061746
210426,27,62,460279,19761112
210967,27,71,48324,1526840
211303,27,72,243181,4311288
211509,27,81,118202,3372185
212026,27,99,316,7446
212040,28,11,5145,212424
212194,28,21,3904,281727
212296,28,22,9398,737507
212377,28,23,44551,2120957
212758,28,31,143226,6667867
214675,28,42,37272,1877995
215440,28,44,146030,3471164
216318,28,48,38944,1649336
216817,28,51,13464,627984
217101,28,52,35414,1825188
217426,28,53,10257,357915
217714,28,54,30209,1579279
218141,28,55,8499,581396
218184,28,56,55059,1411622
218610,28,61,15774,389201
218776,28,62,165677,7296113
219279,28,71,9152,190074
219538,28,72,128306,2106349
219728,28,81,38904,970871
220165,28,99,137,1992
220179,29,11,1615,55666
220335,29,21,3541,213594
220468,29,22,15561,1540286
220554,29,23,121494,7154989
220959,29,31,260451,14055289
223506,29,42,126170,7072105
224361,29,44,324717,8426761
225298,29,48,87182,3677032
225885,29,51,58009,3866044
226280,29,52,131863,9536032
226674,29,53,36906,1608504
226976,29,54,156958,11053151
227488,29,55,86413,8022812
227532,29,56,174247,5456754
228021,29,61,73871,3095821
228237,29,62,420073,18004106
228796,29,71,41029,1714365
229124,29,72,260430,4305528
229330,29,81,112527,3199261
229851,29,99,1663,14015
229866,30,11,939,42563
230006,30,21,6012,500579
230138,30,22,3080,265017
230213,30,23,25036,1315895
230584,30,31,18355,877199
232085,30,42,16643,842636
232733,30,44,59582,1603726
233576,30,48,13412,646749
234032,30,51,8503,427690
234352,30,52,16982,977447
234661,30,53,5774,201908
234915,30,54,20616,974882
235352,30,55,3803,308423
235395,30,56,24473,751133
235793,30,61,6175,146122
235964,30,62,70286,3112267
236450,30,71,10712,191901
236712,30,72,51557,888343
236904,30,81,16424,466097
237332,30,99,99,2189
237346,31,11,1236,62732
237462,31,21,1188,68610
237561,31,22,937,95367
237638,31,23,45909,2289437
238000,31,31,91984,4411838
239697,31,42,42001,2433841
240448,31,44,112718,2901314
241301,31,48,30505,1348387
241753,31,51,19203,1149065
242073,31,52,63100,4574924
242415,31,53,11284,468216
242687,31,54,40375,2444380
243142,31,55,21719,1718788
243188,31,56,125407,4971123
243605,31,61,18990,518233
243778,31,62,129977,5880753
244261,31,71,14252,237344
244524,31,72,77384,1144509
244709,31,81,36181,994082
245155,31,99,100,2061
245169,32,11,170,8272
245279,32,21,12175,1221121
245435,32,22,4684,488301
245515,32,23,72817,3927990
245888,32,31,43023,2372154
247750,32,42,36521,2181623
248490,32,44,146445,4141229
249352,32,48,52399,2286290
249838,32,51,16913,1088758
250197,32,52,36955,2350232
250544,32,53,30213,1346215
250831,32,54,59623,3740492
251315,32,55,18153,1773098
251359,32,56,117264,3891319
251809,32,61,11463,407118
252013,32,62,121037,6014560
252527,32,71,29897,1335972
252843,32,72,321213,9543299
253035,32,81,34193,1085284
253512,32,99,140,4490
253527,33,11,633,30979
253632,33,21,230,17619
253704,33,22,2971,284397
253778,33,23,26207,1638330
254156,33,31,68645,4476325
256019,33,42,24052,1777964
256725,33,44,100563,2802112
257595,33,48,13870,567567
258017,33,51,14148,1202690
258333,33,52,28757,2559020
258621,33,53,7321,363315
258890,33,54,32287,2286621
259355,33,55,8809,749440
259396,33,56,55763,2604018
259831,33,61,25839,1042601
260016,33,62,91765,4666474
260488,33,71,12331,277067
260776,33,72,57495,1143634
260960,33,81,22486,700982
261420,33,99,71,2152
261435,34,11,1001,37546
261582,34,21,1193,88461
261679,34,22,20003,2446210
261782,34,23,155246,10789986
262182,34,31,218742,14228397
264776,34,42,264210,24843995
265664,34,44,464603,13583838
266597,34,48,164419,8637592
267239,34,51,86792,8950740
267665,34,52,198374,22964397
268100,34,53,58847,3402360
268409,34,54,328347,29346869
268943,34,55,124389,16773177
268988,34,56,326154,13161526
269481,34,61,109275,4148252
269704,34,62,584649,28159430
270257,34,71,63917,1948229
270584,34,72,310558,6409780
270793,34,81,155185,4825530
271332,34,99,389,11502
271347,35,11,388,14459
271468,35,21,17869,1250984
271622,35,22,4476,382847
271697,35,23,38946,1718516
272083,35,31,25757,1296933
273741,35,42,21080,1073990
274458,35,44,97171,2570451
275315,35,48,17226,716857
275778,35,51,15080,542992
276087,35,52,24135,1353156
276405,35,53,9637,386947
276681,35,54,57997,4224735
277151,35,55,6516,416090
277194,35,56,31881,1064925
277632,35,61,8812,277285
277825,35,62,121840,5175396
278338,35,71,13611,300766
278641,35,72,89698,1530221
278841,35,81,26494,730310
279295,35,99,109,1364
279310,36,11,2898,108815
279478,36,21,3798,246009
279624,36,22,40325,4173844
279741,36,23,360410,24611988
280160,36,31,418987,23381160
283014,36,42,363200,26119626
283920,36,44,945066,27406369
284892,36,48,252127,11835007
285546,36,51,296728,31468546
286011,36,52,553058,107567572
286463,36,53,180174,10952599
286795,36,54,647503,60826624
287347,36,55,184213,24126009
287392,36,56,594408,31938963
287919,36,61,423370,18284493
288158,36,62,1544405,75868966
288732,36,71,184485,9017688
289097,36,72,786423,19324891
289324,36,81,395244,14562101
289883,36,99,1633,51424
289898,37,11,4854,193204
290064,37,21,2587,149945
290171,37,22,19579,2048993
290266,37,23,187294,9114840
290663,37,31,432538,21199041
293386,37,42,191054,13365728
294268,37,44,496375,12652435
295224,37,48,123215,5527453
295807,37,51,83205,5941858
296211,37,52,182063,16341763
296598,37,53,53183,2454424
296911,37,54,220467,16466828
297447,37,55,93361,9389371
297492,37,56,382424,12837883
297979,37,61,98030,3946008
298200,37,62,582346,26326411
298760,37,71,65049,1946178
299082,37,72,419128,6781698
299289,37,81,157474,4280399
299823,37,99,700,15573
299838,38,11,442,21665
299919,38,21,16424,1489253
300017,38,22,3546,332950
300084,38,23,23362,1557273
300453,38,31,23984,1163216
301601,38,42,22893,1296406
302255,38,44,50760,1447438
303074,38,48,15806,808372
303490,38,51,7274,453068
303736,38,52,17843,1037420
304008,38,53,5479,240139
304263,38,54,15817,965723
304665,38,55,5472,423857
304707,38,56,14294,516376
305115,38,61,4403,105284
305264,38,62,61322,2817190
305688,38,71,5659,85776
305914,38,72,38071,650207
306095,38,81,14024,404097
306506,38,99,72,1038
306519,39,11,1207,40091
306676,39,21,10575,670009
306834,39,22,23488,2289648
306946,39,23,188864,11116285
307351,39,31,662428,36621708
310298,39,42,232886,14256812
311201,39,44,573837,14781616
312167,39,48,176312,8372644
312806,39,51,84760,6104025
313211,39,52,255131,19152621
313633,39,53,66391,3253606
313946,39,54,250766,17052928
314473,39,55,150837,14989563
314517,39,56,397162,13170501
315026,39,61,121226,3485175
315240,39,62,840716,37675991
315818,39,71,68762,2506674
316145,39,72,481956,7358502
316357,39,81,202431,5559716
316894,39,99,443,8629
316909,40,11,733,30044
317031,40,21,40201,3260296
317189,40,22,8725,721697
317274,40,23,72570,3618577
317655,40,31,129975,6574738
319776,40,42,58394,3206267
320577,40,44,186499,4787691
321467,40,48,47463,2401612
321977,40,51,27919,1478402
322328,40,52,60301,3603486
322692,40,53,22786,982170
322983,40,54,73514,4560783
323483,40,55,38100,3303252
323526,40,56,102931,3749534
323977,40,61,21515,612838
324172,40,62,221349,9391811
324719,40,71,29878,941241
324999,40,72,154255,2329392
325199,40,81,63126,1637353
325669,40,99,145,2442
325684,41,11,12433,524717
325876,41,21,1399,80358
325985,41,22,7769,768040
326065,41,23,86202,4936327
326469,41,31,163707,8906292
328924,41,42,83938,6271382
329759,41,44,208523,6042694
330697,41,48,57040,2705958
331272,41,51,38361,2629228
331678,41,52,60828,4474338
332045,41,53,28670,1194373
332347,41,54,91071,6704821
332846,41,55,50810,5684976
332890,41,56,102612,3441544
333375,41,61,38780,1019580
333572,41,62,245776,12511654
334087,41,71,27470,704708
334407,41,72,176965,3382937
334612,41,81,68407,2068994
335136,41,99,431,9795
335151,42,11,2539,95079
335314,42,21,21919,1624762
335480,42,22,30417,3309018
335594,42,23,237738,14327224
336001,42,31,540072,30390778
338905,42,42,248232,17704979
339801,42,44,667206,17377075
340754,42,48,222332,9496828
341385,42,51,111248,9456959
341817,42,52,273515,23477029
342243,42,53,66325,3641414
342551,42,54,324440,25551879
343094,42,55,176458,17689454
343139,42,56,331715,11700918
343652,42,61,267345,10807818
343865,42,62,1005144,46249554
344452,42,71,108287,3299203
344799,42,72,475598,7981591
345005,42,81,243806,6882738
345554,42,99,628,18007
345569,44,11,148,7898
345630,44,21,146,9938
345680,44,22,1181,128449
345741,44,23,18015,1151850
346079,44,31,40132,2273430
347594,44,42,20245,1460378
348244,44,44,48978,1448304
349040,44,48,11503,451279
349451,44,51,7035,486386
349706,44,52,27255,2275390
349980,44,53,5346,251026
350228,44,54,23771,1515406
350637,44,55,10565,867072
350672,44,56,25249,937588
351066,44,61,30170,1056523
351232,44,62,88587,3999837
351677,44,71,11042,311633
351915,44,72,48316,959293
352078,44,81,17402,557713
352495,44,99,62,1442
352508,45,11,3920,161291
352673,45,21,1171,74362
352768,45,22,11972,1127295
352838,45,23,79827,3803598
353231,45,31,228268,12314189
355518,45,42,73208,4165458
356320,45,44,244946,5991296
357231,45,48,60392,2509918
357801,45,51,36207,2178186
358149,45,52,69856,4382637
358497,45,53,26063,1088473
358785,45,54,89194,5847621
359267,45,55,26402,2115533
359310,45,56,171845,5718318
359766,45,61,32531,853417
359974,45,62,230608,10348442
360512,45,71,27281,525015
360829,45,72,220891,3632751
361022,45,81,81622,2207508
361522,45,99,292,5432
361536,46,11,376,14945
361660,46,21,1061,71563
361764,46,22,2230,186061
361814,46,23,20279,993534
362176,46,31,44429,1998131
363579,46,42,19138,994692
364206,46,44,54400,1408370
365024,46,48,10672,447277
365447,46,51,7208,323793
365721,46,52,26276,1471274
366023,46,53,4160,141524
366282,46,54,12163,597288
366695,46,55,7034,523754
366731,46,56,11803,400527
367120,46,61,7863,196553
367273,46,62,67218,3243219
367711,46,71,6410,126956
367994,46,72,40482,668374
368177,46,81,14715,374391
368608,46,99,33,830
368622,47,11,1927,48114
368755,47,21,3220,170919
368896,47,22,3263,232365
368971,47,23,111297,5837601
369373,47,31,319674,16890082
372004,47,42,116291,7124205
372865,47,44,329760,8751397
373776,47,48,141880,6342180
374365,47,51,48714,2896078
374787,47,52,122885,8783470
375184,47,53,34562,1641014
375492,47,54,117580,7722189
376004,47,55,89073,9507985
376049,47,56,252322,7533142
376544,47,61,61135,2180262
376752,47,62,411490,19702618
377303,47,71,35331,1595048
377621,47,72,280012,4768767
377813,47,81,111800,3160309
378331,47,99,384,8306
378345,48,11,7127,294383
378525,48,21,199207,19423536
378719,48,22,55504,5424639
378844,48,23,674150,39076501
379279,48,31,768921,47063698
382397,48,42,520508,35463985
383333,48,44,1304467,35851547
384333,48,48,445428,24307189
385062,48,51,241572,19254940
385515,48,52,535456,42320901
385980,48,53,191473,10575360
386312,48,54,708331,57606777
386874,48,55,325375,40188851
386919,48,56,979748,37542701
387452,48,61,193774,7395947
387679,48,62,1509548,66163589
388288,48,71,144598,4254204
388640,48,72,1177398,20649987
388855,48,81,445847,13887748
389425,48,99,1492,36160
389440,49,11,440,27664
389544,49,21,8361,641796
389706,49,22,4295,403781
389787,49,23,78557,3884614
390173,49,31,120947,6821843
392360,49,42,57696,3444887
393125,49,44,156070,4358699
394003,49,48,56433,2535214
394502,49,51,46034,3257073
394870,49,52,65259,4460269
395239,49,53,19956,860857
395517,49,54,88760,5037259
396006,49,55,24214,2204764
396049,49,56,133666,4821282
396484,49,61,48608,1388619
396688,49,62,138929,6027869
397183,49,71,22359,428865
397466,49,72,116119,1905843
397651,49,81,52540,1816949
398107,49,99,105,3341
398122,50,11,460,18272
398234,50,21,410,33585
398283,50,22,1573,158824
398356,50,23,13912,734428
398719,50,31,29913,1665111
400138,50,42,11909,686560
400762,50,44,39998,1105294
401579,50,48,5893,234303
401958,50,51,7041,422323
402281,50,52,9539,647764
402524,50,53,3430,154324
402756,50,54,12916,857738
403180,50,55,2182,154552
403214,50,56,8158,277215
403587,50,61,15560,480133
403758,50,62,48818,2131214
404184,50,71,7665,151757
404418,50,72,33099,621503
404590,50,81,10184,292123
405002,50,99,45,1330
405016,51,11,4186,197774
405194,51,21,7750,488135
405346,51,22,15151,1522027
405436,51,23,178228,9559896
405840,51,31,240375,13070941
408210,51,42,106045,7173632
409052,51,44,430293,11344274
409993,51,48,104296,4904673
410600,51,51,87084,8244882
411015,51,52,153431,13534411
411434,51,53,55031,2871668
411750,51,54,460280,41839709
412276,51,55,70063,6787716
412319,51,56,245131,10156605
412808,51,61,79710,2783192
413017,51,62,438562,21642833
413589,51,71,61118,1489342
413915,51,72,352666,6305870
414118,51,81,164222,6230179
414646,51,99,550,12671
414661,53,11,12969,632320
414845,53,21,2550,177636
414983,53,22,9246,971543
415076,53,23,175002,11229129
415493,53,31,265401,17271529
418109,53,42,134403,9227290
419002,53,44,336572,10485359
419949,53,48,99199,5449518
420569,53,51,132733,20945941
420975,53,52,98196,8452392
421384,53,53,48351,2505046
421688,53,54,201766,16718506
422224,53,55,90880,10329900
422267,53,56,155830,7283819
422751,53,61,54997,1609239
422973,53,62,407355,21664974
423522,53,71,61784,1883642
423861,53,72,280232,6064255
424074,53,81,117245,3998364
424617,53,99,644,14947
424632,54,11,886,27189
424713,54,21,19766,1413187
424856,54,22,6465,623740
424935,54,23,24133,1231790
425304,54,31,47274,2634507
426794,54,42,18455,910883
427457,54,44,86580,2075693
428303,54,48,14882,651541
428729,54,51,10492,493177
428989,54,52,17092,849207
429269,54,53,6569,268237
429541,54,54,25026,1259562
429958,54,55,5396,380577
430001,54,56,33332,1014023
430419,54,61,8831,258707
430592,54,62,134188,5729703
431081,54,71,7430,130545
431353,54,72,68310,1081704
431539,54,81,23682,602315
431986,54,99,116,1694
431999,55,11,3314,151232
432167,55,21,3254,209041
432261,55,22,12704,1340538
432348,55,23,108099,7391372
432742,55,31,452798,24399664
435413,55,42,120411,7137503
436251,55,44,314425,8160007
437201,55,48,103910,4414351
437771,55,51,55771,4002892
438160,55,52,138232,10360644
438534,55,53,26415,1063756
438841,55,54,107316,7118009
439357,55,55,80072,7171028
439401,55,56,154684,5089107
439884,55,61,56291,1959223
440086,55,62,395239,18169981
440629,55,71,45105,1215028
440959,55,72,238224,3537083
441167,55,81,107710,2921603
441671,55,99,355,5083
441685,56,11,274,8191
441816,56,21,18876,1537402
441953,56,22,2616,239826
442035,56,23,18597,967549
442396,56,31,9183,618321
443556,56,42,7910,473679
444126,56,44,31157,859863
444914,56,48,10332,489652
445301,56,51,3945,184065
445556,56,52,6668,382886
445829,56,53,4516,204838
446071,56,54,9720,523194
446472,56,55,1063,90097
446514,56,56,6135,221600
446904,56,61,2033,56438
447058,56,62,33429,1504413
447507,56,71,4871,103020
447749,56,72,28484,571038
447917,56,81,8470,265885
448304,56,99,161,2012
