,year,state,manuRatio,voteRate,demRatio,swingIndex
189,2012,Minnesota,0.03810936213477248,70.5,0.5394122646169819,0.0394122646169818
190,2016,Minnesota,0.03988100220902929,65.3494,0.5083169370718048,0.0083169370718048
191,2020,Minnesota,0.041067980096017385,74.3,0.5363951364856667,0.0363951364856667
192,1992,Missouri,0.07050359712230217,66.2,0.5650696610031356,0.0650696610031356
193,1996,Missouri,0.07218543046357616,61.1,0.5354703747642815,0.0354703747642815
194,2000,Missouri,0.07071651090342679,65.4,0.4828805134324933,0.0171194865675067
195,2004,Missouri,0.05588235294117647,66.3,0.4638028733456015,0.0361971266543985
196,2008,Missouri,0.05694444444444444,64.2,0.4993242085032335,0.0006757914967664
197,2012,Missouri,0.038863636363636364,62.3,0.4522133324662002,0.0477866675337997
198,2016,Missouri,0.04298245614035088,62.8172,0.4018143900443393,0.0981856099556607
199,2020,Missouri,0.04384133611691023,64.5,0.4216417935559855,0.0783582064440144
200,1992,Mississippi,1.3966549295774646,66.7,0.450715105326158,0.049284894673842
201,1996,Mississippi,1.275705329153605,55.1,0.472527762454129,0.027472237545871
202,2000,Mississippi,0.8989424206815512,59.8,0.4139451516075371,0.0860548483924629
203,2004,Mississippi,0.642602892102336,60.7,0.4049499923037863,0.0950500076962136
204,2008,Mississippi,0.657940446650124,68.2,0.4335806900713616,0.0664193099286384
205,2012,Mississippi,0.5528445006321112,73.3,0.4419810080121222,0.0580189919878778
206,2016,Mississippi,0.6153236459709379,66.7048,0.4091015267593994,0.0908984732406005
207,2020,Mississippi,0.6031725888324874,69.2,0.4161501417261114,0.0838498582738885
208,1992,Montana,0.020694087403598974,71.4,0.517240571248753,0.017240571248753
209,1996,Montana,0.0270801532116927,67.3,0.4831258954927583,0.0168741045072416
210,2000,Montana,0.03351172549274514,62.2,0.3634363802133028,0.1365636197866971
211,2004,Montana,0.03728747704783451,69.9,0.3949992382433664,0.1050007617566335
212,2008,Montana,0.04183889027474731,64.7,0.4883059671605927,0.0116940328394072
213,2012,Montana,0.03933810466473783,64.5,0.4296576813611854,0.0703423186388146
214,2016,Montana,0.04279480916082803,65.2467,0.3889033568297556,0.1110966431702444
215,2020,Montana,0.04960308245072667,72.6,0.4160281990795189,0.0839718009204811
216,1992,North Carolina,0.16923780179287387,60.0,0.4954153572081328,0.0045846427918672
217,1996,North Carolina,0.1934530849984492,54.0,0.4747001333026536,0.0252998666973464
218,2000,North Carolina,0.18702026493436116,53.2,0.4353600301849695,0.0646399698150305
219,2004,North Carolina,0.1531035875365241,58.2,0.4375802799815888,0.0624197200184111
220,2008,North Carolina,0.145566195694933,63.8,0.5016596330006732,0.0016596330006731
221,2012,North Carolina,0.14069623771702472,63.7,0.48965965096995,0.0103403490300499
222,2016,North Carolina,0.5170212765957447,61.5973,0.4809625419628128,0.0190374580371872
223,2020,North Carolina,0.5071428571428571,58.9,0.4931581746681328,0.0068418253318672
224,1992,North Dakota,0.4301435406698565,71.1,0.4212529522709122,0.0787470477290878
225,1996,North Dakota,0.4474885844748858,65.8,0.4608868099415835,0.0391131900584165
226,2000,North Dakota,0.4634703196347032,69.8,0.3527260342938372,0.1472739657061628
227,2004,North Dakota,0.36347031963470317,70.8,0.3609064585005671,0.1390935414994329
228,2008,North Dakota,0.33218884120171677,66.3,0.4559134371803188,0.0440865628196812
229,2012,North Dakota,0.27061224489795915,62.2,0.3988879171108827,0.1011120828891173
230,2016,North Dakota,0.26798418972332017,62.1371,0.3019075710348025,0.1980924289651975
231,2020,North Dakota,0.26356877323420075,65.3,0.3278259157710337,0.1721740842289663
232,1992,Nebraska,1.608026755852843,66.1,0.3868826956766844,0.1131173043233156
233,1996,Nebraska,1.3613707165109035,61.0,0.3944517749921696,0.1055482250078304
234,2000,Nebraska,1.147554347826087,58.9,0.3482051913791497,0.1517948086208503
235,2004,Nebraska,0.787066974595843,61.3,0.331526627404053,0.168473372595947
236,2008,Nebraska,0.647547974413646,64.5,0.4239092557783436,0.0760907442216564
237,2012,Nebraska,0.47364341085271316,58.2,0.3887060973177463,0.1112939026822537
238,2016,Nebraska,0.4442587538131449,63.4282,0.3645232588682243,0.1354767411317757
239,2020,Nebraska,0.4322191607414975,62.2,0.4021594775339827,0.0978405224660173
240,1992,New Hampshire,0.06168907027679399,64.6,0.507965513554495,0.007965513554495
241,1996,New Hampshire,0.06998438432546009,60.1,0.5561163171068921,0.0561163171068921
242,2000,New Hampshire,0.06377176809929248,63.3,0.4933219980478119,0.006678001952188
243,2004,New Hampshire,0.051872179993566685,68.9,0.5069028862013731,0.0069028862013731
244,2008,New Hampshire,0.04937490544499305,69.8,0.548685411201095,0.048685411201095
245,2012,New Hampshire,0.0378955025159816,66.9,0.528337519782581,0.028337519782581
246,2016,New Hampshire,0.03298014089982824,66.8524,0.501970284423807,0.0019702844238069
247,2020,New Hampshire,0.032923244715875793,72.4,0.5374834772159505,0.0374834772159504
248,1992,New Jersey,0.02679152230501398,61.2,0.5142031835209345,0.0142031835209345
249,1996,New Jersey,0.03847009002207894,54.7,0.599667932033127,0.0996679320331269
250,2000,New Jersey,0.04119832185502311,55.2,0.5821140941672093,0.0821140941672092
251,2004,New Jersey,0.07911504424778762,57.6,0.5337053631884221,0.0337053631884221
252,2008,New Jersey,0.07882165605095541,56.0,0.5786462987142394,0.0786462987142394
253,2012,New Jersey,0.05132275132275132,54.5,0.5895196555058577,0.0895196555058577
254,2016,New Jersey,0.04936854190585534,53.41,0.5728419014290129,0.0728419014290129
255,2020,New Jersey,0.06820809248554913,68.2,0.5807128358679484,0.0807128358679484
256,1992,New Mexico,0.7625862068965518,62.6,0.5514215676975641,0.0514215676975641
257,1996,New Mexico,0.5574319609211444,51.7,0.5402413056103159,0.0402413056103159
258,2000,New Mexico,0.5028270874424721,51.3,0.5003192602930914,0.0003192602930913
259,2004,New Mexico,0.3642035130224106,60.9,0.4959966411364511,0.0040033588635489
260,2008,New Mexico,0.28339425587467365,57.4,0.5766490001879759,0.0766490001879759
261,2012,New Mexico,0.19020661157024793,56.5,0.5529520464690869,0.0529520464690869
262,2016,New Mexico,0.17703646237393328,49.4455,0.5465079493432411,0.046507949343241
263,2020,New Mexico,0.1382641748495407,58.3,0.5551849015171975,0.0551849015171974
264,1992,Nevada,0.21693304535637148,58.1,0.5182477751961773,0.0182477751961772
265,1996,Nevada,0.18953829241480397,47.8,0.5058653135524703,0.0058653135524703
266,2000,Nevada,0.1692005242463958,46.5,0.4814316150032757,0.0185683849967243
267,2004,Nevada,0.12146211586446307,51.3,0.486824042751385,0.0131759572486149
268,2008,Nevada,0.09174862467437914,52.8,0.563867381251961,0.063867381251961
269,2012,Nevada,0.07147854457114632,51.4,0.5340754216334653,0.0340754216334653
270,2016,Nevada,0.06560722928637958,53.4962,0.512937094199852,0.012937094199852
271,2020,Nevada,0.05950715255746623,56.3,0.512231173400438,0.012231173400438
272,1992,New York,0.011825446925254215,56.8,0.6211082540422493,0.1211082540422493
273,1996,New York,0.01159638400763684,50.9,0.677320293812358,0.177320293812358
274,2000,New York,0.011534496150961691,51.0,0.6357599158301068,0.1357599158301068
275,2004,New York,0.008521234007900402,53.1,0.5982979065644611,0.0982979065644611
276,2008,New York,0.008522556302711053,51.5,0.6576385737978426,0.1576385737978426
277,2012,New York,0.007232405153948686,50.9,0.6604269487027739,0.1604269487027738
278,2016,New York,0.006656247756303959,50.7469,0.6341150649977537,0.1341150649977537
279,2020,New York,0.00641925249610966,57.0,0.6171683489301224,0.1171683489301224
280,1992,Ohio,0.08334056399132321,64.3,0.5116816334695452,0.0116816334695452
281,1996,Ohio,0.08746958637469586,58.7,0.5359694918172054,0.0359694918172054
282,2000,Ohio,0.08579067990832696,58.1,0.4816127777933392,0.0183872222066607
283,2004,Ohio,0.07017291066282422,64.8,0.4894125599521079,0.010587440047892
284,2008,Ohio,0.06865011900714044,64.5,0.5233384076225412,0.0233384076225412
285,2012,Ohio,0.05736930860033727,61.7,0.5151405676924949,0.0151405676924949
286,2016,Ohio,0.06570233530846985,61.3801,0.4573231542286409,0.0426768457713591
287,2020,Ohio,0.06745704467353952,68.5,0.4592330235229728,0.0407669764770272
288,1992,Oklahoma,0.3020147750167898,67.5,0.4437788169738132,0.0562211830261867
289,1996,Oklahoma,0.27681949342738055,58.5,0.4559939089329422,0.0440060910670577
290,2000,Oklahoma,0.27260705289672543,58.3,0.3891932877788108,0.1108067122211892
291,2004,Oklahoma,0.2128873887695612,59.2,0.3442959833524394,0.1557040166475606
292,2008,Oklahoma,0.18295200892857144,56.5,0.343549188773065,0.156450811226935
293,2012,Oklahoma,0.15374223182923535,51.0,0.3322768025698344,0.1677231974301656
294,2016,Oklahoma,0.1424924165824065,53.186,0.3069526276167186,0.1930473723832814
295,2020,Oklahoma,0.13428839830906528,55.5,0.3305996050309349,0.1694003949690651
296,1992,Oregon,0.018832022284559703,69.1,0.5663389151659282,0.0663389151659281
297,1996,Oregon,0.015761831524823185,61.1,0.5469311571965823,0.0469311571965822
298,2000,Oregon,0.013425857824508742,60.8,0.5023589198553057,0.0023589198553056
299,2004,Oregon,0.010124266521670177,70.6,0.5210862577445008,0.0210862577445007
300,2008,Oregon,0.00818450840194022,62.6,0.5841372117722718,0.0841372117722718
301,2012,Oregon,0.006040084954640191,63.3,0.5627116717874738,0.0627116717874738
302,2016,Oregon,0.0057764089754325215,60.9727,0.5615583894505436,0.0615583894505435
303,2020,Oregon,0.005211796679168867,71.3,0.5830715698544173,0.0830715698544173
304,1992,Pennsylvania,0.038372714115183365,59.9,0.5554852946101531,0.055485294610153
305,1996,Pennsylvania,0.03612895026251354,55.0,0.5516120536083254,0.0516120536083254
306,2000,Pennsylvania,0.0339372227012858,55.7,0.5214847871680315,0.0214847871680314
307,2004,Pennsylvania,0.02593990440068441,62.5,0.5125828209706239,0.0125828209706239
308,2008,Pennsylvania,0.023070350592924782,60.8,0.5522970381548445,0.0522970381548445
309,2012,Pennsylvania,0.43795180722891563,59.1,0.5273193400189182,0.0273193400189182
310,2016,Pennsylvania,0.4655445544554455,60.2019,0.4962446419250984,0.0037553580749016
311,2020,Pennsylvania,0.42380165289256194,68.2,0.5058920525934906,0.0058920525934905
312,1992,South Carolina,0.41403745741185005,58.0,0.4764315457275972,0.0235684542724027
313,1996,South Carolina,0.4155329122879479,54.5,0.4688802407801454,0.0311197592198546
314,2000,South Carolina,0.38290305413859793,58.9,0.4183789393234974,0.0816210606765026
315,2004,South Carolina,0.29838622174128526,62.0,0.4136354174025079,0.086364582597492
316,2008,South Carolina,0.261351552812585,63.4,0.4545557081079087,0.0454442918920913
317,2012,South Carolina,0.2151637760329196,62.2,0.4469174529543462,0.0530825470456537
318,2016,South Carolina,0.23440338641335726,59.8218,0.4253974363947598,0.0746025636052402
319,2020,South Carolina,0.15976597659765976,61.3,0.440733912504179,0.059266087495821
320,1992,South Dakota,0.41563063063063066,70.2,0.4773896623166135,0.0226103376833864
321,1996,South Dakota,0.44137779727950854,64.3,0.4806641460486552,0.0193358539513447
322,2000,South Dakota,0.45029461279461286,58.7,0.3838528742762613,0.1161471257237387
323,2004,South Dakota,0.3715833333333333,67.1,0.3908670919890631,0.1091329080109368
324,2008,South Dakota,0.3871074380165289,66.1,0.4570429276588462,0.0429570723411538
325,2012,South Dakota,0.35081632653061223,60.1,0.4078150086180476,0.0921849913819524
326,2016,South Dakota,0.34556046605062274,57.3368,0.3402814192056875,0.1597185807943125
327,2020,South Dakota,0.36301315265045836,57.7,0.365652201383185,0.134347798616815
328,1992,Tennessee,0.04210742107421074,55.6,0.5259803664707596,0.0259803664707596
329,1996,Tennessee,0.048561005269558165,53.1,0.5128664234186056,0.0128664234186055
330,2000,Tennessee,0.048,52.3,0.4803713321482099,0.0196286678517901
331,2004,Tennessee,0.042993145468392995,52.7,0.4281455454525927,0.0718544545474073
332,2008,Tennessee,0.04789512555391432,53.6,0.4236852819764554,0.0763147180235446
333,2012,Tennessee,0.042036363636363636,53.7,0.3964892847370595,0.1035107152629404
334,2016,Tennessee,0.04529326574945691,52.0201,0.3637565695473801,0.1362434304526198
335,2020,Tennessee,0.04870162046147617,63.3,0.3817222962793364,0.1182777037206636
336,1992,Texas,0.1293797419432176,55.6,0.477578368341145,0.022421631658855
337,1996,Texas,0.12652632893825638,46.2,0.4733937661787773,0.0266062338212226
338,2000,Texas,0.1290483723253684,48.2,0.3904372985143706,0.1095627014856294
339,2004,Texas,0.10778835914618905,50.3,0.3848980810289008,0.1151019189710992
340,2008,Texas,0.09683201142318476,48.8,0.4406406324905928,0.0593593675094071
341,2012,Texas,0.08165778647015436,46.4,0.4199210278489361,0.0800789721510639
342,2016,Texas,0.08002548251712918,47.7204,0.4528677442202801,0.0471322557797199
343,2020,Texas,0.08233921930096304,55.3,0.4716927876322047,0.0283072123677953
344,1992,Virginia,0.7551963048498845,61.2,0.4744498706585656,0.0255501293414344
345,1996,Virginia,0.7278801843317971,56.4,0.4893940549293311,0.0106059450706689
346,2000,Virginia,0.7525612472160356,57.2,0.4585276369416675,0.0414723630583325
347,2004,Virginia,0.5708061002178649,58.4,0.4586630328646994,0.0413369671353006
348,2008,Virginia,0.6,63.8,0.5318258440612755,0.0318258440612755
349,2012,Virginia,0.5272030651340996,62.0,0.5196737668876448,0.0196737668876447
350,2016,Virginia,0.5534971644612476,62.6353,0.528263762771547,0.0282637627715469
351,2020,Virginia,0.5303085299455536,66.0,0.551546869993999,0.051546869993999
352,1992,Vermont,0.8578333333333334,68.6,0.6025420135850691,0.102542013585069
353,1996,Vermont,0.8755417956656347,59.5,0.6318283038406202,0.1318283038406201
354,2000,Vermont,0.8641618497109826,63.3,0.554403508967734,0.054403508967734
355,2004,Vermont,0.7261248185776488,65.4,0.6030100213925116,0.1030100213925115
356,2008,Vermont,0.7041927589181154,63.2,0.688991817393381,0.188991817393381
357,2012,Vermont,0.562259433903885,62.1,0.6824725882639062,0.1824725882639062
358,2016,Vermont,0.5147745116340358,61.0498,0.6518642632382037,0.1518642632382036
359,2020,Vermont,0.49161926260191574,67.5,0.6829918655280656,0.1829918655280655
360,1992,Washington,0.07933738068956561,66.3,0.5759170107251123,0.0759170107251122
361,1996,Washington,0.07351217545405958,60.0,0.5719465284478128,0.0719465284478128
362,2000,Washington,0.06525183841792498,58.6,0.5294477100940541,0.0294477100940541
363,2004,Washington,0.0488675804006372,62.0,0.5364653768345296,0.0364653768345295
364,2008,Washington,0.04167259423394995,62.6,0.5875202680210895,0.0875202680210894
365,2012,Washington,0.0325225507065019,60.7,0.5762829827062185,0.0762829827062184
366,2016,Washington,0.02957560263423376,60.4808,0.5878693120006476,0.0878693120006476
367,2020,Washington,0.027790379778104505,64.3,0.599255031847907,0.0992550318479069
368,1992,Wisconsin,0.004693150475813255,75.3,0.5279450850211544,0.0279450850211544
369,1996,Wisconsin,0.001983173076923077,62.4,0.5591919666145019,0.0591919666145018
370,2000,Wisconsin,0.0019401017140704465,67.8,0.5011506830315781,0.001150683031578
371,2004,Wisconsin,0.0016584333098094567,73.0,0.5019180327426924,0.0019180327426924
372,2008,Wisconsin,0.0016532984121787526,68.5,0.5705567824781841,0.070556782478184
373,2012,Wisconsin,0.0014820717131474104,71.9,0.5346342998287241,0.0346342998287241
374,2016,Wisconsin,0.0013653348663409026,68.7038,0.4959201096197028,0.0040798903802972
375,2020,Wisconsin,0.001352265043948614,71.7,0.5031906326653399,0.0031906326653399
